complex_id	uniprot_a	uniprot_b	combined_score
Q92620	Q92620	Q9BZJ0	1
Q92620	Q92620	Q9H0H5	1
Q92620	Q92620	Q9H2H8	1
Q92620	Q92620	Q9H307	1
Q92620	Q92620	Q9H3R5	1
Q92620	Q92620	Q9H5Z1	1
Q92620	Q92620	Q9HC52	1
Q92620	Q92620	Q9HCE1	1
Q92620	Q92620	Q9HCG8	1
Q92620	Q92620	Q9HCS7	1
Q92620	Q92620	Q9NSP4	1
Q92620	Q92620	Q9NW64	1
Q92620	Q92620	Q9NYV4	1
Q92620	Q92620	Q9P013	1
Q92620	Q92620	Q9UBB9	1
Q92620	Q92620	Q9UHX1	1
Q92620	Q92620	Q9UJV9	1
Q92620	Q92620	Q9UK45	1
Q92620	Q92620	Q9UKM9	1
Q92620	Q92620	Q9UKV3	1
Q92620	Q92620	Q9ULR0	1
Q92620	Q92620	Q9UMS4	1
Q92620	Q92620	Q9UNP9	1
Q92620	Q92620	Q9UQ35	1
Q92620	Q92620	Q9Y2W2	1
Q92620	Q92620	Q9Y333	1
Q92620	Q92620	Q9Y3B4	1
Q92620	Q92620	Q9Y3C6	1
Q92620	Q92620	Q9Y4Z0	1
Q92620	Q92620	Q9Y5B6	1
Q92620	Q92620	Q9Y5B9	1
Q92620	Q92620	Q9Y5S9	1
Q92620	Q92620	Q9Y6A4	1
Q92621	Q92621	O08587	1
Q92621	Q92621	O08658	1
Q92621	Q92621	O15504	1
Q92621	Q92621	P11654	1
Q92621	Q92621	P12270	1
Q92621	Q92621	P17955	1
Q92621	Q92621	P35658	1
Q92621	Q92621	P37199	1
Q92621	Q92621	P49791	1
Q92621	Q92621	P49792	1
Q92621	Q92621	P52591	1
Q92621	Q92621	P52948	1
Q92621	Q92621	P55735	1
Q92621	Q92621	P57740	1
Q92621	Q92621	P70581	1
Q92621	Q92621	P70582	1
Q92621	Q92621	Q12769	1
Q92621	Q92621	Q3SWS8	1
Q92621	Q92621	Q5RJY5	1
Q92621	Q92621	Q66HC5	1
Q92621	Q92621	Q68FY1	1
Q92621	Q92621	Q8NFH3	1
Q92621	Q92621	Q8NFH4	1
Q92621	Q92621	Q8WUM0	1
Q92621	Q92621	Q92621	1
Q92621	Q92621	Q96EE3	1
Q92621	Q92621	Q9BW27	1
Q92621	Q92621	Q9NRG9	1
Q92629	Q92629	Q13326	1
Q92629	Q92629	Q14714	1
Q92629	Q92629	Q16585	1
Q92629	Q92629	Q16586	1
Q92629	Q92629	Q92629	1
Q92643	Q92643	O43292	1
Q92643	Q92643	Q92643	1
Q92643	Q92643	Q969N2	1
Q92643	Q92643	Q96S52	1
Q92643	Q92643	Q9H490	1
Q92664	Q92664	A6H8Y1	1
Q92664	Q92664	P20226	1
Q92664	Q92664	Q12789	1
Q92664	Q92664	Q8WUA4	1
Q92664	Q92664	Q92664	1
Q92664	Q92664	Q92994	1
Q92664	Q92664	Q9UKN8	1
Q92664	Q92664	Q9Y5Q8	1
Q92664	Q92664	Q9Y5Q9	1
Q92665	Q92665	O15235	1
Q92665	Q92665	O60783	1
Q92665	Q92665	O75394	1
Q92665	Q92665	P09001	1
Q92665	Q92665	P49406	1
Q92665	Q92665	P51398	1
Q92665	Q92665	P52815	1
Q92665	Q92665	P82650	1
Q92665	Q92665	P82663	1
Q92665	Q92665	P82664	1
Q92665	Q92665	P82673	1
Q92665	Q92665	P82675	1
Q92665	Q92665	P82909	1
Q92665	Q92665	P82912	1
Q92665	Q92665	P82914	1
Q92665	Q92665	P82921	1
Q92665	Q92665	P82930	1
Q92665	Q92665	P82932	1
Q92665	Q92665	P82933	1
Q92665	Q92665	P83111	1
Q92665	Q92665	Q13084	1
Q92665	Q92665	Q13405	1
Q92665	Q92665	Q16540	1
Q92665	Q92665	Q4U2R6	1
Q92665	Q92665	Q5T653	1
Q92665	Q92665	Q6FID1	1
Q92665	Q92665	Q6P161	1
Q92665	Q92665	Q6P1L8	1
Q92665	Q92665	Q7Z2W9	1
Q92665	Q92665	Q7Z7F7	1
Q92665	Q92665	Q7Z7H8	1
Q92665	Q92665	Q86TS9	1
Q92665	Q92665	Q8IXM3	1
Q92665	Q92665	Q8N5N7	1
Q92665	Q92665	Q8N983	1
Q92665	Q92665	Q8TCC3	1
Q92665	Q92665	Q92552	1
Q92665	Q92665	Q92665	1
Q92665	Q92665	Q96A35	1
Q92665	Q92665	Q96DV4	1
Q92665	Q92665	Q96EL2	1
Q92665	Q92665	Q96EL3	1
Q92665	Q92665	Q96GC5	1
Q92665	Q92665	Q9BQ48	1
Q92665	Q92665	Q9BRJ2	1
Q92665	Q92665	Q9BYC8	1
Q92665	Q92665	Q9BYC9	1
Q92665	Q92665	Q9BYD1	1
Q92665	Q92665	Q9BYD2	1
Q92665	Q92665	Q9BYD3	1
Q92665	Q92665	Q9BYD6	1
Q92665	Q92665	Q9BYN8	1
Q92665	Q92665	Q9BZE1	1
Q92665	Q92665	Q9H0U6	1
Q92665	Q92665	Q9H2W6	1
Q92665	Q92665	Q9H9J2	1
Q92665	Q92665	Q9HD33	1
Q92665	Q92665	Q9NP92	1
Q92665	Q92665	Q9NQ50	1
Q92665	Q92665	Q9NRX2	1
Q92665	Q92665	Q9NVS2	1
Q92665	Q92665	Q9NWU5	1
Q92665	Q92665	Q9NX20	1
Q92665	Q92665	Q9NYK5	1
Q92665	Q92665	Q9NZE8	1
Q92665	Q92665	Q9P015	1
Q92665	Q92665	Q9P0J6	1
Q92665	Q92665	Q9P0M9	1
Q92665	Q92665	Q9Y291	1
Q92665	Q92665	Q9Y2Q9	1
Q92665	Q92665	Q9Y2R5	1
Q92665	Q92665	Q9Y2R9	1
Q92665	Q92665	Q9Y399	1
Q92665	Q92665	Q9Y3B7	1
Q92665	Q92665	Q9Y3D3	1
Q92665	Q92665	Q9Y3D5	1
Q92665	Q92665	Q9Y3D9	1
Q92665	Q92665	Q9Y676	1
Q92667	Q92667	P31323	1
Q92667	Q92667	Q92667	1
Q92667	Q92667	Q99417	1
Q92674	Q92674	O60264	1
Q92674	Q92674	P07199	1
Q92674	Q92674	P11021	1
Q92674	Q92674	P11142	1
Q92674	Q92674	P22087	1
Q92674	Q92674	P35226	1
Q92674	Q92674	P49450	1
Q92674	Q92674	Q02241	1
Q92674	Q92674	Q03188	1
Q92674	Q92674	Q06587	1
Q92674	Q92674	Q08945	1
Q92674	Q92674	Q13185	1
Q92674	Q92674	Q13619	1
Q92674	Q92674	Q15007	1
Q92674	Q92674	Q16531	1
Q92674	Q92674	Q53SF7	1
Q92674	Q92674	Q5T200	1
Q92674	Q92674	Q69YN4	1
Q92674	Q92674	Q6T4P5	1
Q92674	Q92674	Q71F23	1
Q92674	Q92674	Q8N0S6	1
Q92674	Q92674	Q8N1F7	1
Q92674	Q92674	Q8NEM2	1
Q92674	Q92674	Q92620	1
Q92674	Q92674	Q92674	1
Q92674	Q92674	Q96JP5	1
Q92674	Q92674	Q96T23	1
Q92674	Q92674	Q99496	1
Q92674	Q92674	Q9BS16	1
Q92674	Q92674	Q9BU64	1
Q92674	Q92674	Q9BXP5	1
Q92674	Q92674	Q9BZH6	1
Q92674	Q92674	Q9H0H5	1
Q92674	Q92674	Q9H3R5	1
Q92674	Q92674	Q9HC52	1
Q92674	Q92674	Q9NSP4	1
Q92674	Q92674	Q9Y5B9	1
Q92750	Q92750	O00268	1
Q92750	Q92750	P20226	1
Q92750	Q92750	P21675	1
Q92750	Q92750	P49848	1
Q92750	Q92750	Q12962	1
Q92750	Q92750	Q15542	1
Q92750	Q92750	Q15543	1
Q92750	Q92750	Q15544	1
Q92750	Q92750	Q15545	1
Q92750	Q92750	Q16514	1
Q92750	Q92750	Q16594	1
Q92750	Q92750	Q92750	1
Q92759	Q92759	O15514	1
Q92759	Q92759	O43809	1
Q92759	Q92759	O60231	1
Q92759	Q92759	O94913	1
Q92759	Q92759	P13984	1
Q92759	Q92759	P18074	1
Q92759	Q92759	P19387	1
Q92759	Q92759	P19388	1
Q92759	Q92759	P19447	1
Q92759	Q92759	P20226	1
Q92759	Q92759	P23246	1
Q92759	Q92759	P24928	1
Q92759	Q92759	P26368	1
Q92759	Q92759	P26599	1
Q92759	Q92759	P29083	1
Q92759	Q92759	P29084	1
Q92759	Q92759	P30876	1
Q92759	Q92759	P32780	1
Q92759	Q92759	P35269	1
Q92759	Q92759	P36954	1
Q92759	Q92759	P38398	1
Q92759	Q92759	P49959	1
Q92759	Q92759	P50613	1
Q92759	Q92759	P51946	1
Q92759	Q92759	P51948	1
Q92759	Q92759	P52434	1
Q92759	Q92759	P52435	1
Q92759	Q92759	P53803	1
Q92759	Q92759	P61218	1
Q92759	Q92759	P62487	1
Q92759	Q92759	P62875	1
Q92759	Q92759	Q00403	1
Q92759	Q92759	Q01081	1
Q92759	Q92759	Q07157	1
Q92759	Q92759	Q13503	1
Q92759	Q92759	Q13888	1
Q92759	Q92759	Q13889	1
Q92759	Q92759	Q14444	1
Q92759	Q92759	Q16630	1
Q92759	Q92759	Q6ZYL4	1
Q92759	Q92759	Q8N684	1
Q92759	Q92759	Q92759	1
Q92759	Q92759	Q92989	1
Q92759	Q92759	Q9UKF6	1
Q92766	Q92766	O00257	1
Q92766	Q92766	O60315	1
Q92766	Q92766	O60341	1
Q92766	Q92766	O75362	1
Q92766	Q92766	P08107	1
Q92766	Q92766	P37275	1
Q92766	Q92766	P56545	1
Q92766	Q92766	Q13363	1
Q92766	Q92766	Q13547	1
Q92766	Q92766	Q92618	1
Q92766	Q92766	Q92766	1
Q92766	Q92766	Q92769	1
Q92766	Q92766	Q96BD5	1
Q92766	Q92766	Q96EK2	1
Q92766	Q92766	Q96JN0	1
Q92766	Q92766	Q96KQ7	1
Q92766	Q92766	Q9H9B1	1
Q92766	Q92766	Q9NP66	1
Q92766	Q92766	Q9P0W2	1
Q92766	Q92766	Q9P2K3	1
Q92766	Q92766	Q9UBW7	1
Q92766	Q92766	Q9UKL0	1
Q92766	Q92766	Q9Y232	1
Q92769	Q92769	O00257	1
Q92769	Q92769	O00422	1
Q92769	Q92769	O14497	1
Q92769	Q92769	O14744	1
Q92769	Q92769	O15047	1
Q92769	Q92769	O15294	1
Q92769	Q92769	O15379	1
Q92769	Q92769	O60216	1
Q92769	Q92769	O60264	1
Q92769	Q92769	O60315	1
Q92769	Q92769	O60341	1
Q92769	Q92769	O75182	1
Q92769	Q92769	O75362	1
Q92769	Q92769	O75376	1
Q92769	Q92769	O75446	1
Q92769	Q92769	O94776	1
Q92769	Q92769	O95983	1
Q92769	Q92769	O96019	1
Q92769	Q92769	P03372	1
Q92769	Q92769	P07900	1
Q92769	Q92769	P07910	1
Q92769	Q92769	P08047	1
Q92769	Q92769	P08238	1
Q92769	Q92769	P11021	1
Q92769	Q92769	P11142	1
Q92769	Q92769	P20226	1
Q92769	Q92769	P21675	1
Q92769	Q92769	P29374	1
Q92769	Q92769	P34932	1
Q92769	Q92769	P37275	1
Q92769	Q92769	P38398	1
Q92769	Q92769	P49848	1
Q92769	Q92769	P50613	1
Q92769	Q92769	P51531	1
Q92769	Q92769	P51532	1
Q92769	Q92769	P51587	1
Q92769	Q92769	P51608	1
Q92769	Q92769	P51610	1
Q92769	Q92769	P51946	1
Q92769	Q92769	P51948	1
Q92769	Q92769	P56545	1
Q92769	Q92769	P60709	1
Q92769	Q92769	P61964	1
Q92769	Q92769	P62826	1
Q92769	Q92769	P78347	1
Q92769	Q92769	Q03164	1
Q92769	Q92769	Q05195	1
Q92769	Q92769	Q09028	1
Q92769	Q92769	Q12824	1
Q92769	Q92769	Q12873	1
Q92769	Q92769	Q13330	1
Q92769	Q92769	Q13363	1
Q92769	Q92769	Q13535	1
Q92769	Q92769	Q13547	1
Q92769	Q92769	Q14202	1
Q92769	Q92769	Q14683	1
Q92769	Q92769	Q14687	1
Q92769	Q92769	Q14839	1
Q92769	Q92769	Q15029	1
Q92769	Q92769	Q15291	1
Q92769	Q92769	Q16514	1
Q92769	Q92769	Q16576	1
Q92769	Q92769	Q16594	1
Q92769	Q92769	Q1EHW4	1
Q92769	Q92769	Q4LE39	1
Q92769	Q92769	Q5PSV4	1
Q92769	Q92769	Q6IT96	1
Q92769	Q92769	Q6STE5	1
Q92769	Q92769	Q86YP4	1
Q92769	Q92769	Q8N3U4	1
Q92769	Q92769	Q8TAQ2	1
Q92769	Q92769	Q8WVM7	1
Q92769	Q92769	Q8WXI9	1
Q92769	Q92769	Q92618	1
Q92769	Q92769	Q92766	1
Q92769	Q92769	Q92769	1
Q92769	Q92769	Q92785	1
Q92769	Q92769	Q92797	1
Q92769	Q92769	Q92922	1
Q92769	Q92769	Q92925	1
Q92769	Q92769	Q969G3	1
Q92769	Q92769	Q96BD5	1
Q92769	Q92769	Q96GM5	1
Q92769	Q92769	Q96JN0	1
Q92769	Q92769	Q96KQ7	1
Q92769	Q92769	Q96ST3	1
Q92769	Q92769	Q9BTC8	1
Q92769	Q92769	Q9H0E3	1
Q92769	Q92769	Q9H160	1
Q92769	Q92769	Q9H7L9	1
Q92769	Q92769	Q9H9B1	1
Q92769	Q92769	Q9HCU9	1
Q92769	Q92769	Q9NRL2	1
Q92769	Q92769	Q9P0W2	1
Q92769	Q92769	Q9P2I0	1
Q92769	Q92769	Q9P2K3	1
Q92769	Q92769	Q9UBB5	1
Q92769	Q92769	Q9UBL3	1
Q92769	Q92769	Q9UBW7	1
Q92769	Q92769	Q9UBX0	1
Q92769	Q92769	Q9UK53	1
Q92769	Q92769	Q9UKL0	1
Q92769	Q92769	Q9UQE7	1
Q92769	Q92769	Q9Y232	1
Q92769	Q92769	Q9Y618	1
Q92777	Q92777	O75116	1
Q92777	Q92777	P11142	1
Q92777	Q92777	P17600	1
Q92777	Q92777	P35080	1
Q92777	Q92777	P60709	1
Q92777	Q92777	Q05193	1
Q92777	Q92777	Q7L576	1
Q92777	Q92777	Q92777	1
Q92777	Q92777	Q9Y2A7	1
Q92783	Q92783	P42567	1
Q92783	Q92783	Q92783	1
Q92783	Q92783	Q99LI8	1
Q92785	Q92785	O14497	1
Q92785	Q92785	O94776	1
Q92785	Q92785	O95983	1
Q92785	Q92785	O96019	1
Q92785	Q92785	P07910	1
Q92785	Q92785	P51532	1
Q92785	Q92785	P60709	1
Q92785	Q92785	Q09028	1
Q92785	Q92785	Q12824	1
Q92785	Q92785	Q13547	1
Q92785	Q92785	Q14839	1
Q92785	Q92785	Q8TAQ2	1
Q92785	Q92785	Q8WXI9	1
Q92785	Q92785	Q92769	1
Q92785	Q92785	Q92785	1
Q92785	Q92785	Q92922	1
Q92785	Q92785	Q92925	1
Q92785	Q92785	Q969G3	1
Q92785	Q92785	Q9UBB5	1
Q92793	Q92793	O14497	1
Q92793	Q92793	O14920	1
Q92793	Q92793	O15111	1
Q92793	Q92793	P09874	1
Q92793	Q92793	P10155	1
Q92793	Q92793	P10276	1
Q92793	Q92793	P12931	1
Q92793	Q92793	P15172	1
Q92793	Q92793	P15884	1
Q92793	Q92793	P19447	1
Q92793	Q92793	P19793	1
Q92793	Q92793	P24863	1
Q92793	Q92793	P24928	1
Q92793	Q92793	P35222	1
Q92793	Q92793	P35269	1
Q92793	Q92793	P42224	1
Q92793	Q92793	P49336	1
Q92793	Q92793	P50613	1
Q92793	Q92793	P51531	1
Q92793	Q92793	P51532	1
Q92793	Q92793	P62805	1
Q92793	Q92793	P68431	1
Q92793	Q92793	P84022	1
Q92793	Q92793	P84243	1
Q92793	Q92793	Q00403	1
Q92793	Q92793	Q06330	1
Q92793	Q92793	Q09472	1
Q92793	Q92793	Q12824	1
Q92793	Q92793	Q13485	1
Q92793	Q92793	Q13503	1
Q92793	Q92793	Q13557	1
Q92793	Q92793	Q13889	1
Q92793	Q92793	Q14469	1
Q92793	Q92793	Q15233	1
Q92793	Q92793	Q15596	1
Q92793	Q92793	Q15788	1
Q92793	Q92793	Q15796	1
Q92793	Q92793	Q15797	1
Q92793	Q92793	Q71DI3	1
Q92793	Q92793	Q7KZ85	1
Q92793	Q92793	Q8NFD5	1
Q92793	Q92793	Q8TAQ2	1
Q92793	Q92793	Q92793	1
Q92793	Q92793	Q92831	1
Q92793	Q92793	Q92922	1
Q92793	Q92793	Q9UPN9	1
Q92793	Q92793	Q9Y6K9	1
Q92793	Q92793	Q9Y6Q9	1
Q92794	Q92794	O95251	1
Q92794	Q92794	O95696	1
Q92794	Q92794	P55201	1
Q92794	Q92794	Q6IE81	1
Q92794	Q92794	Q8WYB5	1
Q92794	Q92794	Q8WYH8	1
Q92794	Q92794	Q92613	1
Q92794	Q92794	Q92794	1
Q92794	Q92794	Q9HAF1	1
Q92794	Q92794	Q9NQC1	1
Q92794	Q92794	Q9ULD4	1
Q92797	Q92797	O00422	1
Q92797	Q92797	O60264	1
Q92797	Q92797	O60341	1
Q92797	Q92797	O75446	1
Q92797	Q92797	O94776	1
Q92797	Q92797	O95983	1
Q92797	Q92797	P20226	1
Q92797	Q92797	P21675	1
Q92797	Q92797	P33240	1
Q92797	Q92797	P49848	1
Q92797	Q92797	P51531	1
Q92797	Q92797	P61964	1
Q92797	Q92797	P62826	1
Q92797	Q92797	Q03164	1
Q92797	Q92797	Q05048	1
Q92797	Q92797	Q09028	1
Q92797	Q92797	Q10570	1
Q92797	Q92797	Q12824	1
Q92797	Q92797	Q12873	1
Q92797	Q92797	Q12996	1
Q92797	Q92797	Q13547	1
Q92797	Q92797	Q15029	1
Q92797	Q92797	Q15291	1
Q92797	Q92797	Q16514	1
Q92797	Q92797	Q16576	1
Q92797	Q92797	Q16594	1
Q92797	Q92797	Q8TAQ2	1
Q92797	Q92797	Q92769	1
Q92797	Q92797	Q92797	1
Q92797	Q92797	Q92922	1
Q92797	Q92797	Q96ST3	1
Q92797	Q92797	Q9P2I0	1
Q92797	Q92797	Q9UKF6	1
Q92804	Q92804	O00268	1
Q92804	Q92804	O00571	1
Q92804	Q92804	O14979	1
Q92804	Q92804	O43143	1
Q92804	Q92804	P17844	1
Q92804	Q92804	P20226	1
Q92804	Q92804	P21675	1
Q92804	Q92804	P31943	1
Q92804	Q92804	P35637	1
Q92804	Q92804	P49848	1
Q92804	Q92804	P52272	1
Q92804	Q92804	Q00839	1
Q92804	Q92804	Q01844	1
Q92804	Q92804	Q12905	1
Q92804	Q92804	Q12906	1
Q92804	Q92804	Q12962	1
Q92804	Q92804	Q13148	1
Q92804	Q92804	Q15542	1
Q92804	Q92804	Q15543	1
Q92804	Q92804	Q15544	1
Q92804	Q92804	Q15545	1
Q92804	Q92804	Q16514	1
Q92804	Q92804	Q16594	1
Q92804	Q92804	Q8WYQ5	1
Q92804	Q92804	Q92499	1
Q92804	Q92804	Q92804	1
Q92804	Q92804	Q92841	1
Q92804	Q92804	Q96SB4	1
Q92804	Q92804	Q9BUJ2	1
Q92804	Q92804	Q9NRR4	1
Q92804	Q92804	Q9UKM9	1
Q92828	Q92828	O15379	1
Q92828	Q92828	O60907	1
Q92828	Q92828	O75164	1
Q92828	Q92828	O75376	1
Q92828	Q92828	P52732	1
Q92828	Q92828	Q13227	1
Q92828	Q92828	Q86T24	1
Q92828	Q92828	Q92828	1
Q92828	Q92828	Q9BZK7	1
Q92828	Q92828	Q9UPN9	1
Q92830	Q92830	O00268	1
Q92830	Q92830	O15265	1
Q92830	Q92830	O60244	1
Q92830	Q92830	O75448	1
Q92830	Q92830	O75486	1
Q92830	Q92830	O75528	1
Q92830	Q92830	O75529	1
Q92830	Q92830	O94864	1
Q92830	Q92830	P03372	1
Q92830	Q92830	P38398	1
Q92830	Q92830	P43246	1
Q92830	Q92830	P49848	1
Q92830	Q92830	P52701	1
Q92830	Q92830	Q12962	1
Q92830	Q92830	Q15393	1
Q92830	Q92830	Q15542	1
Q92830	Q92830	Q15543	1
Q92830	Q92830	Q15545	1
Q92830	Q92830	Q15648	1
Q92830	Q92830	Q16514	1
Q92830	Q92830	Q16594	1
Q92830	Q92830	Q6P1X5	1
Q92830	Q92830	Q92830	1
Q92830	Q92830	Q93074	1
Q92830	Q92830	Q96BN2	1
Q92830	Q92830	Q9HBM6	1
Q92830	Q92830	Q9NVC6	1
Q92830	Q92830	Q9UHV7	1
Q92830	Q92830	Q9ULK4	1
Q92830	Q92830	Q9Y2X0	1
Q92830	Q92830	Q9Y4A5	1
Q92830	Q92830	Q9Y6J9	1
Q92831	Q92831	O43524	1
Q92831	Q92831	O75478	1
Q92831	Q92831	O75486	1
Q92831	Q92831	O75528	1
Q92831	Q92831	O75529	1
Q92831	Q92831	O95359	1
Q92831	Q92831	P09874	1
Q92831	Q92831	P12931	1
Q92831	Q92831	P15172	1
Q92831	Q92831	P19447	1
Q92831	Q92831	P24863	1
Q92831	Q92831	P24928	1
Q92831	Q92831	P35269	1
Q92831	Q92831	P49336	1
Q92831	Q92831	P51531	1
Q92831	Q92831	P51532	1
Q92831	Q92831	P62805	1
Q92831	Q92831	P68431	1
Q92831	Q92831	P70340	1
Q92831	Q92831	P84243	1
Q92831	Q92831	Q00403	1
Q92831	Q92831	Q01705	1
Q92831	Q92831	Q09472	1
Q92831	Q92831	Q12824	1
Q92831	Q92831	Q12962	1
Q92831	Q92831	Q13503	1
Q92831	Q92831	Q13557	1
Q92831	Q92831	Q13889	1
Q92831	Q92831	Q14469	1
Q92831	Q92831	Q15233	1
Q92831	Q92831	Q16514	1
Q92831	Q92831	Q16594	1
Q92831	Q92831	Q71DI3	1
Q92831	Q92831	Q92793	1
Q92831	Q92831	Q92831	1
Q92831	Q92831	Q9Y4A5	1
Q92831	Q92831	Q9Y6A5	1
Q92831	Q92831	Q9Y6J9	1
Q92831	Q92831	Q9Y6Q9	1
Q92841	Q92841	O00425	1
Q92841	Q92841	O00571	1
Q92841	Q92841	O14776	1
Q92841	Q92841	O14979	1
Q92841	Q92841	O15042	1
Q92841	Q92841	O15355	1
Q92841	Q92841	O43143	1
Q92841	Q92841	O43172	1
Q92841	Q92841	O43290	1
Q92841	Q92841	O43390	1
Q92841	Q92841	O43395	1
Q92841	Q92841	O43447	1
Q92841	Q92841	O43660	1
Q92841	Q92841	O43670	1
Q92841	Q92841	O43719	1
Q92841	Q92841	O43809	1
Q92841	Q92841	O60231	1
Q92841	Q92841	O60306	1
Q92841	Q92841	O60508	1
Q92841	Q92841	O75400	1
Q92841	Q92841	O75533	1
Q92841	Q92841	O75643	1
Q92841	Q92841	O75934	1
Q92841	Q92841	O75937	1
Q92841	Q92841	O75940	1
Q92841	Q92841	O94906	1
Q92841	Q92841	O95232	1
Q92841	Q92841	O95391	1
Q92841	Q92841	O95400	1
Q92841	Q92841	O95926	1
Q92841	Q92841	P08579	1
Q92841	Q92841	P08621	1
Q92841	Q92841	P09012	1
Q92841	Q92841	P09234	1
Q92841	Q92841	P09661	1
Q92841	Q92841	P11021	1
Q92841	Q92841	P11940	1
Q92841	Q92841	P14678	1
Q92841	Q92841	P17844	1
Q92841	Q92841	P19338	1
Q92841	Q92841	P26368	1
Q92841	Q92841	P31943	1
Q92841	Q92841	P35637	1
Q92841	Q92841	P38919	1
Q92841	Q92841	P41223	1
Q92841	Q92841	P42285	1
Q92841	Q92841	P49756	1
Q92841	Q92841	P52272	1
Q92841	Q92841	P52298	1
Q92841	Q92841	P55081	1
Q92841	Q92841	P55769	1
Q92841	Q92841	P61326	1
Q92841	Q92841	P62304	1
Q92841	Q92841	P62306	1
Q92841	Q92841	P62308	1
Q92841	Q92841	P62310	1
Q92841	Q92841	P62312	1
Q92841	Q92841	P62314	1
Q92841	Q92841	P62316	1
Q92841	Q92841	P62318	1
Q92841	Q92841	P62995	1
Q92841	Q92841	P83876	1
Q92841	Q92841	P84103	1
Q92841	Q92841	Q00839	1
Q92841	Q92841	Q01081	1
Q92841	Q92841	Q01130	1
Q92841	Q92841	Q01844	1
Q92841	Q92841	Q05519	1
Q92841	Q92841	Q07955	1
Q92841	Q92841	Q08170	1
Q92841	Q92841	Q08211	1
Q92841	Q92841	Q09161	1
Q92841	Q92841	Q12874	1
Q92841	Q92841	Q12905	1
Q92841	Q92841	Q12906	1
Q92841	Q92841	Q13123	1
Q92841	Q92841	Q13148	1
Q92841	Q92841	Q13242	1
Q92841	Q92841	Q13243	1
Q92841	Q92841	Q13247	1
Q92841	Q92841	Q13356	1
Q92841	Q92841	Q13435	1
Q92841	Q92841	Q13523	1
Q92841	Q92841	Q13573	1
Q92841	Q92841	Q13769	1
Q92841	Q92841	Q13838	1
Q92841	Q92841	Q14011	1
Q92841	Q92841	Q14498	1
Q92841	Q92841	Q14562	1
Q92841	Q92841	Q15007	1
Q92841	Q92841	Q15029	1
Q92841	Q92841	Q15287	1
Q92841	Q92841	Q15393	1
Q92841	Q92841	Q15427	1
Q92841	Q92841	Q15428	1
Q92841	Q92841	Q15459	1
Q92841	Q92841	Q15637	1
Q92841	Q92841	Q16629	1
Q92841	Q92841	Q16630	1
Q92841	Q92841	Q2TAY7	1
Q92841	Q92841	Q4ZG51	1
Q92841	Q92841	Q53GS9	1
Q92841	Q92841	Q69YN4	1
Q92841	Q92841	Q6I9Y2	1
Q92841	Q92841	Q6P2Q9	1
Q92841	Q92841	Q7L014	1
Q92841	Q92841	Q86V81	1
Q92841	Q92841	Q86W42	1
Q92841	Q92841	Q8IYB3	1
Q92841	Q92841	Q8NI27	1
Q92841	Q92841	Q8WUQ7	1
Q92841	Q92841	Q8WVK2	1
Q92841	Q92841	Q8WWY3	1
Q92841	Q92841	Q8WYA6	1
Q92841	Q92841	Q8WYQ5	1
Q92841	Q92841	Q92499	1
Q92841	Q92841	Q92620	1
Q92841	Q92841	Q92804	1
Q92841	Q92841	Q92841	1
Q92841	Q92841	Q96BP3	1
Q92841	Q92841	Q96DF8	1
Q92841	Q92841	Q96DI7	1
Q92841	Q92841	Q96FV9	1
Q92841	Q92841	Q96I25	1
Q92841	Q92841	Q96J01	1
Q92841	Q92841	Q96SB4	1
Q92841	Q92841	Q96T37	1
Q92841	Q92841	Q96T58	1
Q92841	Q92841	Q99459	1
Q92841	Q92841	Q99633	1
Q92841	Q92841	Q9BQ61	1
Q92841	Q92841	Q9BRD0	1
Q92841	Q92841	Q9BUJ2	1
Q92841	Q92841	Q9BUQ8	1
Q92841	Q92841	Q9BXP5	1
Q92841	Q92841	Q9BZJ0	1
Q92841	Q92841	Q9H2H8	1
Q92841	Q92841	Q9HCE1	1
Q92841	Q92841	Q9HCG8	1
Q92841	Q92841	Q9HCS7	1
Q92841	Q92841	Q9NRR4	1
Q92841	Q92841	Q9NW64	1
Q92841	Q92841	Q9NYV4	1
Q92841	Q92841	Q9P013	1
Q92841	Q92841	Q9UBB9	1
Q92841	Q92841	Q9UHX1	1
Q92841	Q92841	Q9UJV9	1
Q92841	Q92841	Q9UK45	1
Q92841	Q92841	Q9UKM9	1
Q92841	Q92841	Q9UKV3	1
Q92841	Q92841	Q9ULR0	1
Q92841	Q92841	Q9UMS4	1
Q92841	Q92841	Q9UNP9	1
Q92841	Q92841	Q9UQ35	1
Q92841	Q92841	Q9Y2W2	1
Q92841	Q92841	Q9Y333	1
Q92841	Q92841	Q9Y3B4	1
Q92841	Q92841	Q9Y3C6	1
Q92841	Q92841	Q9Y4Z0	1
Q92841	Q92841	Q9Y5B6	1
Q92841	Q92841	Q9Y5S9	1
Q92841	Q92841	Q9Y6A4	1
Q92844	Q92844	A7MCY6	1
Q92844	Q92844	P07900	1
Q92844	Q92844	P08238	1
Q92844	Q92844	Q12933	1
Q92844	Q92844	Q13114	1
Q92844	Q92844	Q16543	1
Q92844	Q92844	Q92844	1
Q92844	Q92844	Q9H6S1	1
Q92844	Q92844	Q9UHD2	1
Q92851	Q92851	P25445	1
Q92851	Q92851	P54819	1
Q92851	Q92851	Q13158	1
Q92851	Q92851	Q14790	1
Q92851	Q92851	Q92851	1
Q92854	Q92854	O43157	1
